From	To
Q9UDX5-2	NM_001003704.2
Q15390-2	NM_001145838.1
O75081-2	NM_175931.2
O54972-2	NM_177289.1
O43439-2	NM_001039709.1
O43439-5	NM_001032999.2
O70374-2	XM_006498640.2
Q06455-2	NM_001198625.1
Q06455-2	NM_001198632.1
Q06455-2	NM_004349.3
Q06455-3	NM_001198634.1
Q06455-4	NM_175635.2
Q06455-4	NM_175636.2
Q06455-4	XM_017013936.1
Q9W0R5-2	NM_138186.3
P83118-2	NM_001275536.1
Q9VSE7-1	NM_176297.1
Q9SE60-2	NM_180392.1
Q17693-2	NM_171025.6
P42898-2	NM_001330358.1
Q2M296-2	NM_022764.2
Q2M296-3	NM_001159378.1
Q3URQ7-2	NM_172761.3
O97148-2	NM_167829.3
Q96S19-3	NM_001040161.2
Q96S19-4	NM_001040160.2
Q96S19-5	NM_001040162.2
Q96S19-6	NM_001040165.2
Q497C3-2	NM_001037188.1
Q9Y4I5-2	NM_001039656.1
Q9WTJ6-2	NM_001286557.1
Q9WTJ6-2	NM_001286558.1
Q6AXQ4-2	NM_001013047.1
Q13614-2	NM_001243571.1
Q13614-2	NM_201278.2
Q13614-2	NM_201281.2
Q22712-2	NM_065365.6
Q13615-2	NM_153050.2
Q13615-3	NM_153051.2
O95248-5	NM_002972.3
Q6ZPE2-2	NM_001170561.1
G5ED68-2	NM_001027431.3
Q965W9-2	NM_182367.4
A4FU01-4	NM_181873.3
Q9C0I1-2	NM_001294343.1
Q9C0I1-3	NM_001294344.1
Q5FVM6-2	NM_001012077.1
Q8NCE2-2	NM_001077526.2
Q8NCE2-3	NM_022485.4
Q9ZUG4-2	NM_001036262.1
Q9ZUG4-2	NM_201699.2
Q9BV20-2	NM_032285.3
Q9BV57-2	NM_001306077.1
Q9Y2Z2-4	NM_012123.3
Q9Y2Z2-6	NM_001123226.1
O08601-2	NM_001163457.1
O08601-2	XM_006501102.3
Q9NAA5-2	NM_001267529.1
Q9NAA5-3	NM_001267530.1
Q9NAA5-4	NM_001267531.1
Q80VP5-2	NM_028310.3
Q498R1-2	NM_001039003.1
O43312-4	NM_001282974.1
O43312-5	NM_001282971.1
O75648-2	NM_001282785.1
Q9ULD2-2	NM_001001925.2
Q9ULD2-3	NM_020749.4
Q9ULD2-4	NM_001330470.1
Q9ULD2-6	NM_001001931.2
Q9ULD2-7	NM_001166393.1
Q5JR59-3	NM_015233.5
Q13505-2	NM_198883.3
P34599-2	NM_181943.5
O75431-2	NM_001006635.2
Q5HYI7-4	NM_001010891.4
Q5HYI7-5	NM_001167741.1
P34576-2	NM_001027504.2
Q9UKN1-2	NM_001164462.1
Q9EPF2-2	NM_001034009.1
P15941-6	NM_001204294.1
P15941-7	NM_001018017.2
P15941-8	NM_002456.5
P15941-10	NM_001044390.2
P15941-11	NM_001018016.2
P15941-12	NM_001044392.2
P15941-13	NM_001204293.1
Q04900-2	NM_001142403.2
Q04900-3	NM_001142401.2
Q04900-4	NM_001142402.2
Q04900-5	NM_001142404.2
Q99102-12	NM_138297.4
Q99102-13	NM_004532.5
Q9ULC0-3	NM_001159694.1
Q9R0H2-2	NM_016885.2
Q9R0H2-3	XM_006501842.2
Q8VCM5-3	XM_006539134.3
O15146-2	NM_001166280.1
O15146-3	NM_001166281.1
Q61006-2	NM_001037130.1
Q8N9H8-4	NM_001286823.1
Q9UIF7-2	NM_001293190.1
Q9UIF7-4	NM_001293191.1
Q9UIF7-5	NM_001048172.1
Q9UIF7-6	NM_001048171.1
Q9UIF7-6	NM_001048173.1
Q9UIF7-6	NM_001048174.1
Q9UIF7-6	NM_001293195.1
P79135-2	XM_015473623.1
P20591-2	NM_001282920.1
P50539-3	NM_130439.3
P50539-4	NM_001008541.1
P50540-2	NM_001008543.2
P50540-2	XM_006526739.1
P84157-2	NM_198530.3
P84157-3	NM_001008529.2
Q9BRK3-2	NM_001282585.1
Q9BRK3-3	NM_001282583.1
Q9BRK3-4	NM_001282584.1
Q9VR35-2	NM_001169403.2
Q9LQX5-2	NM_102441.3
Q92614-3	NM_001346767.1
Q92614-4	NM_203318.1
Q92614-5	NM_001346768.1
Q9JMH9-1	NM_011586.3
Q8IUG5-3	NM_001318245.1
Q23979-2	NM_167871.2
Q23979-2	NM_167872.2
Q23979-3	NM_057586.4
Q9SPG3-2	NM_001084678.2
Q9SPG2-2	NM_180910.2
Q8W1W6-2	NM_120692.3
Q8GWP0-2	NM_001341242.1
Q9LX82-2	NM_001035739.2
Q9LX82-3	NM_001084780.1
Q4JL84-2	NM_180894.4
Q4JL84-3	NM_180895.3
Q8GYP5-2	NM_001331790.1
Q8GYP5-2	NM_202066.1
Q9FGY3-2	NM_001203573.1
F4IRB4-2	NM_126337.4
Q24JK1-2	NM_180917.1
P10243-2	NM_001144755.2
P10244-2	NM_001278610.1
Q8TBZ2-2	NM_032133.4
P10242-2	NM_001130172.1
P10242-4	NM_001130173.1
P10242-7	NM_001161656.1
P10242-8	NM_001161658.1
P10242-9	NM_001161660.1
P10242-10	NM_001161659.1
P10242-11	NM_001161657.1
Q7TPH6-2	NM_207215.2
Q8IZQ8-3	NM_001146312.2
Q8VIM5-3	NM_145136.4
Q8VIM5-4	XM_011248895.1
P12524-2	NM_005376.4
P12524-3	NM_001033082.2
Q7Z401-2	NM_001144823.2
P01109-2	NM_001030952.1
B8XIA5-2	NM_001142873.1
B8XIA5-2	XM_015145930.1
P01108-2	NM_001177352.1
P01108-2	NM_001177354.1
P01108-3	NM_001177353.1
Q99836-2	NM_001172568.1
Q99836-3	NM_001172569.1
Q99836-4	NM_001172566.1
Q8C854-3	XM_006498884.3
P35580-4	NM_001256012.1
P35580-5	NM_001256095.1
P35749-2	NM_001040114.1
P35749-3	NM_001040113.1
P35749-4	NM_022844.2
Q7Z406-2	NM_001145809.1
Q7Z406-6	NM_001077186.1
Q6URW6-2	NM_028021.3
Q6URW6-3	NM_001271538.1
A7E2Y1-4	NM_020884.4
Q62082-3	NM_001085387.2
Q62082-3	NM_001303021.1
P05976-2	NM_079422.2
P05977-2	NM_001113387.1
P02602-2	XM_008258923.1
P02600-2	NM_020104.2
P60661-2	XM_005206502.3
P60660-2	NM_079423.3
Q60605-2	NM_010860.4
P60662-2	XM_005655589.2
P24844-2	NM_181526.2
Q32MK0-4	NM_001308301.1
Q15746-2	NM_053026.3
Q15746-3	NM_053027.3
Q15746-4	NM_053028.3
Q15746-8	NM_053032.3
Q15746-8	XM_017006472.1
Q15746-9	XM_017006471.1
Q15746-10	NM_053031.3
Q15746-10	XM_017006473.1
Q2Q5T5-2	NM_001177470.1
Q9NPC7-2	NM_001185119.1
Q99MD8-2	NM_001289621.1
F4IVR7-2	NM_001336436.1
Q9HD67-3	XM_005248307.2
Q9HD67-3	XM_011514046.2
F8VQB6-2	XM_006520025.3
Q9QZZ4-2	NM_001103171.1
Q9QZZ4-3	NM_182698.2
Q96H55-2	NM_001033580.2
Q96H55-4	NM_025109.5
O43795-2	NM_012223.4
Q27966-2	XM_005220065.2
Q27966-3	XM_005220064.1
O00159-2	NM_033375.4
O00159-3	NM_001080950.1
Q9WTI7-2	NM_001080774.1
Q9WTI7-2	NM_008659.3
Q9WTI7-3	NM_001080775.1
Q5SYD0-2	XM_006533585.1
Q8WXR4-4	NM_001083615.3
Q8WXR4-7	XM_006712299.3
Q9UM54-1	NM_004999.3
Q9UM54-2	NM_001300899.1
Q13402-2	NM_001127180.1
P97479-2	NM_008663.2
B2RTY4-4	XM_006720539.2
P22980-3	NM_001026722.2
Q6Q2A8-3	NM_001032769.1
Q9NZM1-6	NM_133337.2
P52179-2	NM_019856.1
Q62234-2	NM_001083934.1
Q5VU43-2	NM_001002811.2
Q5VU43-3	NM_001198832.2
Q5VU43-4	NM_001198834.3
Q5VU43-6	NM_001002812.2
Q5VU43-8	NM_022359.5
Q5VU43-11	NM_001002810.3
Q80YT7-2	NM_178080.4
Q9UBF9-2	NM_001135940.1
Q00872-2	NM_206819.2
Q00872-3	NM_206821.2
Q00872-4	NM_002465.3
Q00872-5	NM_001254722.1
Q00872-6	NM_001254718.1
Q00872-7	NM_001254723.1
Q00872-8	NM_001254720.1
Q00872-9	NM_001254721.1
Q00872-10	NM_001254719.1
P23290-2	NM_001086265.2
P04116-2	XM_005227842.2
P60201-2	NM_199478.2
P60202-2	NM_001290561.1
Q5R6E6-2	NM_001134182.1
Q90623-2	XM_015278355.1
O14974-2	NM_001244990.1
O14974-3	NM_001244992.1
O14974-5	NM_001143886.1
Q9DBR7-2	NM_027892.2
O60237-2	NM_001167858.1
O60237-3	NM_032104.2
O60237-3	XM_017001352.1
O60237-4	NM_032103.2
O60237-5	NM_001167857.1
O60237-6	NM_001331029.1
D9PTN5-4	NM_077308.4
Q9Y2G1-2	NM_013279.3
Q3UR85-3	NM_001033481.1
Q8NFW9-2	NM_001284424.1
Q8NFW9-4	NM_001284426.1
Q8NFW9-6	NM_001284425.1
Q01989-2	NM_001014650.3
Q01989-2	NM_001275976.1
Q01989-3	NM_001014649.3
P05661-2	NM_165189.3
P05661-3	NM_165187.3
P05661-16	NM_165181.3
P05661-17	NM_165186.3
P05661-18	NM_165183.3
P05661-19	NM_165185.3
P05661-20	NM_001169520.3
P05661-20	NM_165182.3
P05661-21	NM_078863.6
P05661-22	NM_165188.3
P05661-23	NM_165184.3
P05661-24	NM_165190.4
P05661-25	NM_165191.3
P05661-26	NM_165192.4
Q9UL68-4	NM_001329847.1
Q9UL68-4	NM_001329848.1
Q9UL68-4	NM_015025.3
Q8CFC2-3	NM_001171616.1
Q8CFC2-3	XM_006500579.3
P0CAP1-2	NM_001018091.6
P0CAP1-4	NM_152451.7
P0CAP1-11	NM_001018090.6
P28698-3	NM_001267033.1
Q06725-2	XM_005165507.3
Q5TBK1-2	NM_001079691.1
Q9Y5N5-2	NM_182749.4
Q6SKR2-2	NM_001159331.1
P41227-2	NM_001256119.1
Q6N069-2	XM_011535228.1
Q6N069-4	NM_001110798.1
Q6N069-5	NM_018527.3
P61599-2	NM_181528.3
Q9W1A2-2	NM_001014546.2
Q9BRA0-2	NM_032356.5
Q86UY6-3	NM_001300800.1
Q6PGB6-2	NM_028108.3
Q95SX8-2	NM_140096.5
Q95SX8-3	NM_001144457.3
Q9H7X0-2	NM_001317093.1
Q9H7X0-3	NM_001317095.1
Q9H7X0-4	NM_001317097.1
Q9H7X0-4	NM_001317098.1
Q9H7X0-5	NM_001317096.1
Q59DX8-2	NM_141685.5
Q93015-2	NM_012191.3
Q02083-2	NM_001042402.1
Q15742-3	NM_001330305.1
Q59E55-2	NM_001169873.1
P32418-2	NM_001112802.1
P32418-3	NM_001112801.1
P32418-4	NM_001252624.1
P32418-5	NM_001112800.1
Q01728-2	NM_001270774.1
Q01728-3	NM_001270772.1
Q01728-4	NM_001270775.1
Q01728-6	NM_001270777.1
Q01728-7	NM_001270776.1
Q84TE6-2	NM_179486.2
Q8K596-2	NM_001347561.1
Q9ZVP8-2	NM_180655.2
P57103-2	NM_182932.2
P57103-2	XM_017021608.1
P57103-4	NM_182936.2
P57103-5	NM_001130417.2
P57103-6	NM_058240.3
P57103-7	NM_033262.4
S4R2P9-2	NM_001167920.1
Q9SQX9-2	NM_202543.2
Q9SQY0-2	NM_111884.2
Q9M126-2	NM_001084875.1
Q9FLR3-2	NM_180458.1
O61365-2	NM_137301.1
Q9VDG5-2	NM_001260283.2
O95544-2	NM_001198994.1
Q96HR8-2	NM_001128931.1
Q9Y303-2	NM_015944.3
Q9Y303-3	NM_001145815.1
Q9LSB4-2	NM_001035631.2
Q4G0N4-3	NM_001287340.1
Q4G0N4-3	NM_153013.4
Q8C5H8-3	NM_001040395.4
Q8C5H8-4	NM_001286255.1
Q58FZ0-2	NM_001202770.1
Q8RXH8-2	NM_001035775.2
P59045-3	NM_001297743.1
P59046-6	NM_001277129.1
P59046-7	NM_001277126.1
Q8CCS2-2	NM_001347127.1
Q9NX02-2	NM_001174082.2
Q9NX02-5	NM_001174083.1
Q9R1M5-3	NM_011860.3
Q9R1M5-5	NM_001039143.2
Q9R1M5-6	NM_001305857.1
Q8WX94-2	NM_139176.3
Q8WX94-3	NM_001127255.1
Q86W28-2	NM_001317000.1
Q9LTW4-2	NM_001161138.1
P60323-2	NM_001098622.2
Q9H9S0-2	NM_001297698.1
Q80Z64-2	NM_001289830.1
Q80Z64-2	NM_001289831.1
Q965X9-3	NM_171307.3
Q13508-2	NM_001130017.2
Q13508-3	NM_001179.5
Q8R2G4-7	NM_001310665.1
Q8R2G4-8	NM_181728.3
Q8R2G4-8	XM_006534718.3
Q96L15-2	NM_001297668.1
P70352-4	XM_006507263.3
Q8SYS7-2	NM_001042965.2
Q8SYS7-3	NM_001042962.2
Q8SYS7-4	NM_001042964.2
Q9UHQ1-2	NM_031968.2
Q9UHQ1-3	NM_001083608.1
Q9UHQ1-4	NM_001038618.2
Q9UHQ1-4	XM_005256340.3
Q9UHQ1-4	XM_011523541.2
Q21432-2	NM_001029619.5
Q9N2V2-2	NM_058393.4
Q7JLI1-2	NM_001028822.2
Q93243-2	NM_001029243.4
P91137-2	NM_171452.1
P49321-2	NM_152298.3
P49321-3	XM_005270888.2
P49321-4	NM_001195193.1
Q99MD9-2	NM_001284229.1
Q9H0A0-2	NM_001144030.1
Q3E7D0-2	NM_201821.2
Q27GI3-2	NM_001085313.2
Q9BTE0-2	NM_001305077.1
Q8NEY1-5	NM_001167738.1
Q8IVL1-2	NM_182964.5
Q8IVL1-3	NM_145117.4
Q8IVL1-4	NM_001111018.1
Q8IVL1-5	NM_001111019.2
Q8IVL0-2	NM_014903.5
Q8IVL0-3	XM_011538944.2
Q3KNK3-2	NM_001205227.1
P00387-2	NM_001129819.2
P00387-2	NM_001171661.1
P00387-2	NM_007326.4
P00387-3	NM_001171660.1
Q9DCN2-2	XM_006520283.3
P20070-2	XM_006242065.3
B1AS42-3	NM_175471.3
Q9W4E2-6	NM_167028.3
Q8NFP9-3	NM_001204197.1
Q9EPN1-4	XM_006501523.3
Q6ZNJ1-3	XM_011533533.2
P41271-2	NM_182744.3
Q9H094-2	NM_001330381.1
Q9H094-3	NM_001256416.2
Q9H094-5	NM_001256417.2
Q5VWK0-2	NM_001143987.1
P0DPF3-2	NM_001037675.3
Q14596-2	NM_001291571.1
P13591-1	NM_000615.6
P13591-3	NM_001076682.3
P13591-4	NM_001242608.1
O35136-2	NM_010954.4
Q93594-2	NM_001263624.1
Q93594-3	NM_001263625.1
P52298-2	NM_001308036.1
P52298-3	NM_001042540.1
Q9UBB6-2	NM_001014841.1
Q6PIU2-2	NM_001146276.1
Q6PIU2-3	NM_001146277.1
Q6PIU2-3	NM_001146278.1
Q304B9-2	NM_201899.2
P19878-3	NM_001190794.1
P19878-4	NM_001190789.1
Q15080-3	NM_013416.3
O00533-2	NM_006614.3
O00533-2	XM_006712938.1
O00533-2	XM_006712939.3
O00533-2	XM_006712940.3
O00533-2	XM_011533292.1
O00533-2	XM_017005566.1
O00533-2	XM_017005567.1
P16333-2	NM_001190796.2
Q9HCH0-2	XM_005269050.3
Q5S2C4-2	NM_001036408.3
B0S6R1-2	XM_005167924.3
Q9Y2A7-2	NM_205842.2
O14513-2	NM_207481.3
P55160-2	NM_001184976.1
Q28139-2	NM_174655.2
O60721-2	NM_001301032.1
O60721-3	NM_001301031.1
O60721-3	XM_011522221.2
Q9UI40-2	NM_001193288.2
Q8BUN9-2	NM_001110240.1
Q8BUN9-2	XM_006538346.3
Q8BUN9-3	XM_006538349.2
Q8NFF2-2	NM_153648.3
Q8NFF2-3	NM_153647.3
Q9U6A0-2	NM_164869.3
Q9U6A0-2	NM_164870.3
Q8IPW2-1	NM_057628.4
A5JYX8-2	NM_060152.4
Q6NZ07-2	XM_005161589.3
Q969V3-2	NM_001321463.1
Q6J4K2-2	NM_001330466.1
Q925Q3-2	NM_001177595.1
Q925Q3-3	NM_001177594.1
Q15788-2	NM_147223.2
Q15788-3	NM_147233.2
P70365-2	NM_010881.2
Q9Y6Q9-3	NM_001174088.1
Q9Y6Q9-5	NM_006534.3
Q13772-3	NM_001145261.1
Q13772-4	NM_001145260.1
Q8NI08-2	NM_001122842.2
Q8NI08-2	XM_017010270.1
Q8NI08-2	XM_017010272.1
Q8NI08-2	XM_017010273.1
Q8NI08-2	XM_017010274.1
Q8NI08-5	NM_001199622.1
Q8NI08-7	NM_001199621.1
Q6DFV7-3	NM_001111267.2
P34333-3	NM_171207.5
O75376-2	NM_001190440.1
O75376-2	XM_011524086.2
O75376-3	NM_001190438.1
Q9WU42-2	NM_001253905.1
Q9SUM3-2	NM_179141.2
P62166-2	NM_001128826.1
O76036-2	NM_001145458.2
O76036-3	NM_001242356.2
O76036-4	NM_001242357.2
O76036-6	NM_001145457.2
O95944-2	NM_001199509.1
O95944-3	NM_001199510.1
O14931-2	NM_001145467.1
O14931-3	NM_001145466.1
O14931-4	XM_011514459.2
Q8MJ02-1	NM_001042640.1
Q9BTX1-5	NM_001168551.1
Q9NXR1-1	XM_017023349.1
Q9CZA6-2	NM_001285503.1
Q9CZA6-3	NM_001114085.1
Q9CZA6-4	NM_001285504.1
Q9GZM8-3	NM_001025579.2
Q78PB6-2	XM_006246578.3
Q9C503-2	NM_179479.3
Q9LVM2-2	NM_001125985.1
Q84VQ4-2	NM_001036842.1
O75414-2	NM_001308435.1
O75414-3	NM_001308431.1
O75414-3	NM_001308433.1
O75414-3	XM_017005515.1
Q9Y5B8-2	NM_197972.2
P15531-2	NM_198175.1
P22392-2	NM_001018136.2
O00746-2	NM_001286436.1
O00746-2	NM_001286438.1
O00746-2	NM_001286439.1
O00746-2	NM_001286440.1
Q9UHB4-2	NM_001144026.2
Q9UHB4-3	NM_001144027.2
Q9UHB4-4	NM_001144028.2
A2AI05-2	NM_001252541.1
Q640Z1-2	XM_018259665.1
Q92597-2	NM_001258432.1
Q92597-3	NM_001258433.1
Q9UN36-2	NM_001282213.1
Q9UN36-2	NM_001282214.1
Q9UN36-2	NM_016250.2
Q9UN36-2	NM_201536.1
Q9UN36-2	NM_201538.1
Q9UN36-2	NM_201541.1
Q9UN36-3	NM_001282215.1
Q9UN36-5	NM_001282212.1
Q9UN36-6	NM_001282211.1
Q9QYG0-2	NM_001145959.1
Q5RBN6-2	NM_001134106.1
Q9UGV2-2	NM_022477.3
Q9ULP0-2	NM_001242836.1
Q9ULP0-3	NM_020465.3
Q9ULP0-3	NM_022910.3
Q9ULP0-6	NM_001130487.1
Q9ULP0-7	NM_001242833.1
Q9ULP0-8	NM_001242834.1
Q8BTG7-2	NM_145602.3
P52848-3	NM_001301063.1
Q3UHN9-2	NM_001348146.1
O43678-2	NM_001185012.1
Q16718-2	NM_001282420.2
Q86Y39-2	NM_001193375.1
Q9UI09-2	NM_001258338.1
O95168-2	NM_001168331.1
O43674-2	NM_001199957.1
O95139-2	NM_182739.2
O95169-2	NM_001284367.1
O95169-3	NM_001284368.1
Q9NX14-2	NM_019056.6
O95298-2	NM_001204055.1
O95298-3	NM_001204054.1
O08776-4	NM_001033971.2
Q5TEU4-2	NM_001039375.2
Q7L592-2	NM_001083946.1
P28331-2	NM_001199984.1
P28331-3	NM_001199982.1
P28331-4	NM_001199983.1
P28331-5	NM_001199981.1
O75306-2	NM_001166159.1
P49821-2	NM_001166102.1
Q9D6J6-2	NM_001278415.1
P56181-2	NM_021075.3
F4K1B4-2	NM_001036869.2
Q9ULJ8-3	NM_001166160.1
Q9ULJ8-4	NM_001166162.1
Q9ULJ8-5	NM_001166161.1
Q9ULJ8-5	XM_017012403.1
O76041-2	NM_213569.2
P20929-4	NM_004543.4
P29120-2	NM_001177875.1
G5ECN9-3	NM_001269263.1
P16519-2	NM_001201529.2
P16519-3	NM_001201528.1
Q7Z6G3-2	NM_001329749.1
Q91ZP9-2	XM_017312526.1
Q96P71-2	NM_031231.3
Q9NVZ3-2	NM_001145277.1
Q9NVZ3-4	NM_001145278.1
Q6P756-2	NM_199096.1
Q15223-2	NM_203285.1
Q15223-3	NM_203286.1
Q92692-2	NM_002856.2
P32507-2	NM_001159724.1
Q9NQS3-2	NM_001243286.1
Q9NQS3-3	NM_001243288.1
Q9JLB9-2	NM_021496.3
Q9JLB9-3	NM_021497.2
Q8R007-2	NM_001122680.1
Q96PU5-2	NM_001243960.1
Q96PU5-4	NM_001144964.1
Q96PU5-4	NM_001144965.1
Q96PU5-4	NM_001144966.2
Q96PU5-4	XM_017025679.1
Q96PU5-5	NM_015277.5
Q96PU5-6	NM_001144969.1
Q96PU5-7	NM_001144968.1
Q96PU5-9	NM_001144970.2
Q96PU5-9	NM_001144971.1
B3H5K9-2	NM_120679.3
Q8NHV4-2	NM_001135177.1
Q8NHV4-2	XM_006719237.3
Q8NHV4-2	XM_011537903.2
Q8NHV4-3	NM_001135175.1
Q8NHV4-3	XM_005268644.2
Q9VVI3-2	NM_168737.2
Q9VVI3-3	NM_168736.4
P46934-2	NM_001284339.1
P46934-3	NM_198400.3
P46934-4	NM_006154.3
Q969S2-3	NM_001135747.1
Q969S2-4	NM_001135748.1
Q6ZWH5-4	NM_199347.3
Q6ZWH5-5	NM_001304384.1
Q6ZWH5-6	NM_001031741.3
Q8NG66-2	NM_145910.3
Q8NG66-3	NM_001321223.1
Q8NG66-4	NM_001146003.1
Q96PY6-2	NM_001199400.1
Q96PY6-2	XM_011532004.1
Q96PY6-3	NM_001199397.1
Q96PY6-4	NM_001199399.1
Q96PY6-6	NM_001199398.1
P51955-2	NM_001204183.1
P51956-2	NM_001146099.1
P51957-2	NM_001348413.1
P51957-3	NM_001193533.2
Q9Z1J2-2	NM_001308328.1
Q7TSC3-3	NM_177898.4
Q9HC98-2	NM_001145001.2
Q9HC98-2	NM_001166171.1
Q9HC98-2	XM_017014217.1
Q9HC98-3	NM_001166167.1
Q9HC98-4	NM_001166169.1
Q8WX92-2	NM_015456.4
Q8IXH7-4	NM_198976.2
P19426-2	NM_001045863.1
P19426-2	NM_001045864.1
P19426-2	NM_138580.2
Q92832-2	NM_201551.2
Q99435-2	NM_001145110.1
Q99435-3	NM_001145107.1
Q99435-4	NM_001145109.1
O60524-3	NM_001301732.2
Q9Y6K9-2	NM_001099856.4
Q9Y6K9-3	NM_001145255.2
O14524-2	NM_015257.2
Q92859-3	NM_001172623.1
Q92859-4	NM_001172624.1
A0A0B4K692-2	NM_001275331.1
A0A0B4K692-2	NM_079503.4
Q8T062-2	NM_001275844.1
Q8T062-2	NM_169912.1
Q8T0B1-2	NM_168415.2
Q8N9A8-2	NM_153261.5
Q6NW34-2	NM_001319109.1
F4KEW8-2	NM_001345297.1
F4KEW8-2	NM_180882.3
F4KEW8-3	NM_001037018.2
Q9HB63-2	NM_001329700.1
Q9HB63-3	NM_001329701.1
Q9HB63-3	NM_001329702.1
Q8TDF5-1	NM_138999.1
Q8NC67-3	NM_001201477.1
Q8BNJ6-2	NM_001081324.1
Q8BNJ6-2	XM_006531437.3
A8MQ27-2	NM_001308177.1
A8MQ27-3	NM_001308178.1
Q8WUJ1-3	NM_001254755.1
Q8WUJ1-3	NM_001254756.1
Q923S6-2	NM_001163480.1
Q96JN8-2	NM_001005408.1
Q5NCX5-2	XM_017314458.1
Q02038-3	XM_005672489.2
Q02038-3	XM_005672490.2
Q02038-3	XM_005672491.2
Q02038-3	XM_005672492.2
P17677-2	NM_001130064.1
Q9UQ49-2	NM_006656.5
Q8WWR8-2	NM_080741.3
Q8WWR8-3	NM_001167599.2
Q8BZL1-1	NM_001310769.1
P29503-2	NM_169257.3
P29503-3	NM_001170092.3
P29503-3	NM_169256.3
P29503-4	NM_169255.3
Q0ZGT2-2	XM_005271323.3
Q0ZGT2-4	NM_001172309.1
Q9Z2J4-2	NM_139231.1
P21359-2	NM_000267.3
P21359-5	NM_001128147.2
Q04690-2	XM_006532441.3
Q14494-2	NM_001330262.1
Q14494-2	XM_005257412.3
Q16236-2	NM_001145412.3
Q16236-2	NM_001313900.1
Q16236-2	NM_001313901.1
Q16236-3	NM_001145413.3
O54968-2	NM_031789.2
O95644-2	NM_172390.2
O95644-3	NM_001278675.1
O95644-4	NM_006162.4
O95644-5	NM_172389.2
O95644-6	NM_172387.2
O95644-10	NM_001278670.1
O95644-11	NM_001278672.1
O95644-17	NM_172388.2
Q13469-2	NM_012340.4
Q13469-3	NM_001136021.2
Q13469-4	NM_001258292.1
Q13469-5	NM_001258294.1
Q13469-5	NM_001258296.1
Q12968-2	NM_004555.3
Q12968-3	NM_173163.2
Q14934-2	NM_001320043.1
Q14934-3	NM_001136022.2
Q14934-10	NM_001288802.1
Q14934-11	NM_001198967.2
Q14934-12	NM_001198966.2
Q14934-16	NM_001198965.1
Q8K120-2	NM_001168346.1
Q8R4V1-2	NM_028728.3
Q8R4V1-3	NM_001271413.1
Q8R4V1-3	NM_001271414.1
O42414-2	NM_001004493.4
O94856-2	NM_001005389.1
O94856-3	NM_015090.3
O94856-8	NM_001160332.1
O94856-9	NM_001005388.2
O94856-11	NM_001160331.1
O94916-2	NM_138714.3
O94916-2	NM_173214.2
O94916-2	NM_173215.2
O94916-4	NM_001113178.2
O94916-5	NM_138713.3
Q9WV30-2	NM_018823.2
Q9WV30-4	NM_001286260.1
Q93ZJ3-2	NM_179671.4
Q93ZJ3-3	NM_001124880.2
Q93ZJ3-3	NM_001335695.1
Q5H9N3-3	NM_001027334.2
Q12857-2	NM_005595.4
Q12857-3	NM_001145511.1
Q12857-4	NM_001145512.1
Q02780-3	XM_006502842.3
Q02780-5	NM_001122953.1
Q02780-7	NM_010905.3
O00712-5	NM_001190737.1
O00712-6	NM_001282787.1
P97863-3	NM_008687.6
P08651-2	NM_205843.2
P08651-3	NM_001245005.1
P08651-5	NM_005597.3
P08651-6	NM_001245004.1
P70255-2	XM_006513335.3
Q14938-3	NM_002501.3
Q14938-6	NM_001271044.2
P70257-1	NM_001081982.2
P70257-2	NM_010906.3
Q94527-2	NM_206465.1
P19838-2	NM_003998.3
Q00653-4	NM_001261403.2
Q00653-4	NM_001288724.1
Q00653-4	NM_002502.5
Q6P4R8-2	NM_006165.3
Q9Y697-3	NM_001198989.1
Q9UMS0-2	NM_001002756.2
Q9UMS0-3	NM_015700.3
Q12986-3	NM_147134.3
B1AY10-2	NM_001290449.1
B1AY10-3	NM_001290448.1
Q9LXV5-2	NM_180480.3
Q9LXV5-2	NM_203045.2
Q5ZEP9-2	NM_001264658.1
Q5ZEP9-3	NM_001264659.1
P23511-2	NM_021705.3
P23708-2	NM_010913.2
O17286-2	NM_001316872.1
Q84W66-2	NM_001085258.1
O17072-2	NM_001313608.1
Q13952-2	NM_014223.4
Q13952-2	XM_017001369.1
Q13952-3	NM_001308115.1
Q13952-3	XM_006710661.1
Q13952-4	NM_001142589.1
Q13952-5	NM_001142588.1
Q13952-5	XM_006710660.2
Q13952-6	NM_001142590.1
Q13952-7	NM_001142587.1
Q9UJF2-2	NM_170692.2
Q8NEJ9-2	NM_015514.1
Q8N5V2-3	NM_001114090.1
Q8CHT1-2	NM_019867.2
Q96IV0-2	NM_001145293.1
Q96IV0-3	NM_001145295.1
Q96IV0-5	NM_001145294.1
Q5XI55-2	NM_001014136.1
G5EEM0-2	NM_001330839.1
Q5JS37-2	NM_001017370.2
Q23294-2	NM_001047599.2
Q9N4Q7-2	NM_001029097.3
O02151-2	NM_171743.3
Q21878-2	NM_001029684.3
P41828-3	NM_001025806.3
P41828-4	NM_001037880.2
P41828-6	NM_001037882.3
Q19345-2	NM_001029380.3
Q17905-2	NM_001029218.5
Q21006-2	NM_171412.3
Q21006-4	NM_001136387.2
Q22127-3	NM_001029702.4
Q18299-2	NM_001307047.1
O45666-3	NM_060212.4
O45666-4	NM_181999.4
O62389-2	NM_001027211.4
O02279-2	NM_001136327.2
O44960-2	NM_001025872.4
